sentenceID,sentence,origin,destination,is_valid,difficulty,category,notes
2195,venant de nice,,,0,easy,incomplete_dest,missing destination
2196,retrouver rémy à toulon en partant de amiens,Amiens,Toulon,1,hard,name_ambiguity,"Rémy=prénom, lowercase"
2197,Au départ de Nantes,,,0,easy,incomplete_dest,missing destination
2198,nougat framboise cactus horloge igloo orange,,,0,easy,garbage,nonsense words
2199,À Saint-Étienne en partance de Metz,Metz,Saint-Étienne,1,medium,inverted_order,
2200,Localisé à Nantes,,,0,easy,incomplete_dest,missing destination
2201,pajumud damotetyc bixesoj nype,,,0,easy,garbage,random text
2202,À Montpellier en partance de Toulon,Toulon,Montpellier,1,medium,inverted_order,
2203,Je voudrais un billet de Marseille à Amiens,Marseille,Amiens,1,easy,standard,
2204,Un billet Clermont-Ferrand Lille s'il vous plaît,Clermont-Ferrand,Lille,1,easy,standard,
2205,De Rennes vers Amiens s'il vous plaît,Rennes,Amiens,1,easy,standard,
2206,Je ne sais pas si Lyon ou Lille,,,0,medium,ambiguous,contradictions
2207,Train Reims Angers,Reims,Angers,1,easy,no_markers,
2208,Un billet de Aix-les-Bains pour Reims,Aix-les-Bains,Reims,1,medium,compound_name,compound name
2209,Pour me rendre à Lille je pars de Amiens,Amiens,Lille,1,medium,inverted_order,
2210,Train pour Marseille Paris et Toulouse,,,0,medium,ambiguous,too many cities
2211,Le Havre Rennes s'il vous plaît,Le Havre,Rennes,1,medium,no_markers,
2212,Je vais de Montpellier à Nantes à Nice,,,0,medium,ambiguous,too many cities
2213,j'ai pris le train hier ?,,,0,easy,no_intent,train_discussion
2214,Un billet de Dijon pour Salon-de-Provence,Dijon,Salon-de-Provence,1,medium,compound_name,compound name
2215,"avec mes amis paris et albert, je voudrais aller de reims à metz",Reims,Metz,1,hard,name_ambiguity,"Paris/Albert=prénoms, lowercase"
2216,Train Nîmes Clermont-Ferrand,Nîmes,Clermont-Ferrand,1,easy,no_markers,
2217,Un train de Clermont-Ferrand pour Lyon,Clermont-Ferrand,Lyon,1,easy,standard,
2218,Quel est le train le plus rapide de Amiens à Nîmes,Amiens,Nîmes,1,hard,complex_question,
2219,À Clermont-Ferrand en partance de Grenoble,Grenoble,Clermont-Ferrand,1,medium,inverted_order,
2220,Je voyage avec Albert et Clément de Annecy vers Lyon,Annecy,Lyon,1,hard,name_ambiguity,Albert/Clément=prénoms
2221,je voudrais un billet de lyon a toulouse,Lyon,Toulouse,1,medium,no_capitals,"lowercase, no accents"
2222,Un billet Paris Lyon,Paris,Lyon,1,easy,no_markers,
2223,Bonsoir !,,,0,easy,no_intent,greetings
2224,Trajet Rennes Nîmes,Rennes,Nîmes,1,medium,no_markers,
2225,Paris 456 voyage @@@ **!!,,,0,easy,garbage,incoherent mix
2226,Quelle est votre adresse ?,,,0,easy,no_intent,general_questions
2227,??? $$%% !!!,,,0,easy,garbage,special characters
2228,Je cherche un train de Annecy à Clermont-Ferrand,Annecy,Clermont-Ferrand,1,easy,standard,
2229,comment aller a lyon depuis toulouse,Toulouse,Lyon,1,medium,no_capitals,"lowercase, no accents"
2230,Comment aller à Aix les Bains depuis Dijon,Dijon,Aix-les-Bains,1,medium,compound_name,compound name no hyphen
2231,"avec mes amis rémy et clément, je voudrais aller de nîmes à lyon",Nîmes,Lyon,1,hard,name_ambiguity,"Rémy/Clément=prénoms, lowercase"
2232,De Nantes,,,0,easy,incomplete_dest,missing destination
2233,Pour aller à Perpignan depuis Lille,Lille,Perpignan,1,medium,inverted_order,
2234,De Le Mans vers Rennes s'il vous plaît,Le Mans,Rennes,1,easy,standard,
2235,Nantes Reims ce soir,Nantes,Reims,1,medium,no_markers,
2236,un billet ammiens montpeellier,Amiens,Montpellier,1,hard,misspelling,spelling errors
2237,^^&& **!!,,,0,easy,garbage,special characters
2238,Un train de Nantes pour Aix-en-Provence,Nantes,Aix-en-Provence,1,easy,standard,
2239,Je cherche un train de Saint-Étienne à Paris,Saint-Étienne,Paris,1,easy,standard,
2240,à partir de angers,,,0,easy,incomplete_dest,missing destination
2241,Trajet de Rennes vers Marseille,Rennes,Marseille,1,easy,standard,
2242,origine lille,,,0,easy,incomplete_dest,missing destination
2243,Trajet vers Paris au départ de Strasbourg,Strasbourg,Paris,1,medium,inverted_order,
2244,je veux aller de nîîmes à nise,Nîmes,Nice,1,hard,misspelling,spelling errors
2245,Je vais de Paris à Toulouse à Rennes,,,0,medium,ambiguous,too many cities
2246,De Toulouse à Rennes puis Marseille,,,0,medium,ambiguous,too many cities
2247,je veux aller à le havre,,,0,easy,incomplete_origin,missing origin
2248,Deux billets de Dijon à Angers s'il vous plaît,Dijon,Angers,1,medium,additional_info,with time/passenger info
2249,xypuheg gositi wyqyw jowohawor,,,0,easy,garbage,random text
2250,!!! ---,,,0,easy,garbage,special characters
2251,j'aimerais visiter reims,,,0,easy,incomplete_origin,missing origin
2252,Je vais à Paris voir mon ami Paris en partant de Annecy,Annecy,Paris,1,medium,name_ambiguity,Paris=prénom
2253,jeci qojebi,,,0,easy,garbage,random text
2254,TGV TGV TGV TGV,,,0,easy,garbage,repetitions
2255,Un train de Brest pour Villeurbanne,Brest,Villeurbanne,1,easy,standard,
2256,Je voudrais aller à Strasbourg,,,0,easy,incomplete_origin,missing origin
2257,Strasbourg Villeurbanne ce soir,Strasbourg,Villeurbanne,1,medium,no_markers,
2258,je viens de toulon,,,0,easy,incomplete_dest,missing destination
2259,Comment aller à,,,0,easy,incomplete_grammar,grammatically incomplete
2260,Y a-t-il un train de Nice vers Marseille,Nice,Marseille,1,easy,standard,
2261,"avec mes amis lourdes et florence, je voudrais aller de paris à clermont-ferrand",Paris,Clermont-Ferrand,1,hard,name_ambiguity,"Lourdes/Florence=prénoms, lowercase"
2262,Billet Strasbourg Marseille,Strasbourg,Marseille,1,medium,no_markers,
2263,Je dois me rendre de Dijon à Brest,Dijon,Brest,1,easy,standard,
2264,je veux aller de annecy a marseille,Annecy,Marseille,1,medium,no_capitals,"lowercase, no accents"
2265,Je souhaite me rendre à Grenoble en partant de Aix-les-Bains,Aix-les-Bains,Grenoble,1,medium,compound_name,compound name
2266,Pour Lille ?,,,0,easy,incomplete_origin,missing origin
2267,Combien coûte un billet de train de Paris à Lille,Paris,Lille,1,medium,standard,
2268,"paris, rémy et moi voulons aller de lyon à nîmes",Lyon,Nîmes,1,hard,name_ambiguity,"Paris/Rémy=prénoms, lowercase"
2269,Pour Reims,,,0,easy,incomplete_origin,missing origin
2270,Je cherche un train de Le Havre à Strasbourg,Le Havre,Strasbourg,1,easy,standard,
2271,je dois aller de montpellier a villeurbanne,Montpellier,Villeurbanne,1,medium,no_capitals,"lowercase, no accents"
2272,Je veux aller de Clermont-Ferrand à Bourg-en-Bresse,Clermont-Ferrand,Bourg-en-Bresse,1,medium,compound_name,compound name
2273,De Bordeaux à Montpellier puis Lille,,,0,medium,ambiguous,too many cities
2274,Mon ami Lourdes m'attend à Paris je pars de Perpignan,Perpignan,Paris,1,medium,name_ambiguity,Lourdes=prénom
2275,Comment se rendre à Reims si on part de Amiens,Amiens,Reims,1,medium,inverted_order,
2276,ravi de vous rencontrer,,,0,easy,no_intent,greetings
2277,Combien de temps faut-il pour aller de Bordeaux à Montpellier,Bordeaux,Montpellier,1,hard,complex_question,
2278,quelle est votre adresse,,,0,easy,no_intent,general_questions
2279,SNCF SNCF SNCF SNCF SNCF SNCF,,,0,easy,garbage,repetitions
2280,Je dois rejoindre Lourdes à Limoges depuis Grenoble,Grenoble,Limoges,1,medium,name_ambiguity,Lourdes=prénom
2281,"Florence, Rémy et moi voulons aller de Nîmes à Angers",Nîmes,Angers,1,hard,name_ambiguity,Florence/Rémy=prénoms
2282,Train pour Nantes Rennes et Toulouse,,,0,medium,ambiguous,too many cities
2283,Nîmes Limoges s'il vous plaît,Nîmes,Limoges,1,medium,no_markers,
2284,Comment se rendre à Brest si on part de Perpignan,Perpignan,Brest,1,medium,inverted_order,
2285,Retrouver Albert à Dijon en partant de Le Mans,Le Mans,Dijon,1,hard,name_ambiguity,Albert=prénom
2286,billet billet billet billet billet billet billet,,,0,easy,garbage,repetitions
2287,Fantastique ?,,,0,easy,no_intent,random_statements
2288,Billet Strasbourg Lyon,Strasbourg,Lyon,1,medium,no_markers,
2289,Je vais à Rennes ah non plutôt Paris,,,0,medium,ambiguous,contradictions
2290,Je vais à Strasbourg voir mon ami Lourdes en partant de Brest,Brest,Strasbourg,1,medium,name_ambiguity,Lourdes=prénom
2291,Je me suis trompé Nantes pas Bordeaux,,,0,medium,ambiguous,conflicting information
2292,Cap sur Lyon depuis Montpellier,Montpellier,Lyon,1,medium,inverted_order,
2293,trajet vers nice ?,,,0,easy,incomplete_origin,missing origin
2294,Trajet vers Marseille au départ de Lyon,Lyon,Marseille,1,medium,inverted_order,
2295,"Paris, Lourdes et moi voulons aller de Nice à Clermont-Ferrand",Nice,Clermont-Ferrand,1,hard,name_ambiguity,Paris/Lourdes=prénoms
2296,jofyko fecyjyqexu dej,,,0,easy,garbage,random text
2297,comment aller a lille depuis marseille,Marseille,Lille,1,medium,no_capitals,"lowercase, no accents"
2298,Je dois rejoindre Clément à Clermont-Ferrand depuis Le Mans,Le Mans,Clermont-Ferrand,1,medium,name_ambiguity,Clément=prénom
2299,Réservation Villeurbanne Tours,Villeurbanne,Tours,1,medium,no_markers,
2300,Grenoble Reims aujourd'hui,Grenoble,Reims,1,medium,no_markers,
2301,De Lille à Montpellier puis Nantes,,,0,medium,ambiguous,too many cities
2302,Comment aller à Châlons-en-Champagne depuis Clermont-Ferrand,Clermont-Ferrand,Châlons-en-Champagne,1,medium,compound_name,compound name
2303,Il pleut dehors !,,,0,easy,no_intent,off_topic
2304,jardin ordinateur nougat parapluie escalier valise crayon,,,0,easy,garbage,nonsense words
2305,Je vais à Lille voir mon ami Paris en partant de Le Havre,Le Havre,Lille,1,medium,name_ambiguity,Paris=prénom
2306,Je pars pour Le Havre ?,,,0,easy,incomplete_origin,missing origin
2307,J'adore danser ?,,,0,easy,no_intent,off_topic
2308,Annecy Villeurbanne demain,Annecy,Villeurbanne,1,medium,no_markers,
2309,Je veux aller de Toulon à Metz demain matin,Toulon,Metz,1,medium,additional_info,with time/passenger info
2310,Un aller simple de Le Havre à Lyon,Le Havre,Lyon,1,easy,standard,
2311,Je vais à Perpignan voir mon ami Paris en partant de Le Havre,Le Havre,Perpignan,1,medium,name_ambiguity,Paris=prénom
2312,Trajet Villeurbanne Châlons en Champagne,Villeurbanne,Châlons-en-Champagne,1,medium,compound_name,compound name no hyphen
2313,Je suis à Nantes,,,0,easy,incomplete_dest,missing destination
2314,Je veux aller de Châlons-en-Champagne à Nîmes,Châlons-en-Champagne,Nîmes,1,medium,compound_name,compound name
2315,Trajet de Rennes vers Dijon,Rennes,Dijon,1,easy,standard,
2316,Direction Nice ?,,,0,easy,incomplete_origin,missing origin
2317,Trajet de Dijon vers Toulouse,Dijon,Toulouse,1,easy,standard,
2318,Je vais à Paris voir mon ami Albert en partant de Amiens,Amiens,Paris,1,medium,name_ambiguity,Albert=prénom
2319,Je cherche un train de Lille à Toulouse,Lille,Toulouse,1,easy,standard,
2320,Quand part le prochain train de Marseille vers Rennes,Marseille,Rennes,1,medium,standard,
2321,Un billet Paris Nice pour ce soir,Paris,Nice,1,medium,additional_info,with time/passenger info
2322,Destination Lyon correction Toulouse,,,0,medium,ambiguous,conflicting information
2323,trajet saint-étienne toulouse,Saint-Étienne,Toulouse,1,medium,no_capitals,"lowercase, no accents"
2324,Annecy Metz demain,Annecy,Metz,1,medium,no_markers,
2325,"Avec mes amis Rémy et Florence, je voudrais aller de Amiens à Brest",Amiens,Brest,1,hard,name_ambiguity,Rémy/Florence=prénoms
2326,À partir de Grenoble ?,,,0,easy,incomplete_dest,missing destination
2327,Vers Villeurbanne au départ de Aix-en-Provence,Aix-en-Provence,Villeurbanne,1,medium,inverted_order,
2328,$$%% ???,,,0,easy,garbage,special characters
2329,Je souhaite me rendre a Viilleurbanne depui Perpiignan,Perpignan,Villeurbanne,1,hard,misspelling,spelling errors
2330,Avec mon ami Paris je voudrais aller de Toulon à Tours,Toulon,Tours,1,medium,name_ambiguity,Paris=prénom
2331,Je vais à Lyon ah non plutôt Toulouse,,,0,medium,ambiguous,contradictions
2332,crayon uniforme nuage valise vague lampe parapluie,,,0,easy,garbage,nonsense words
2333,Je voudrais un billet de Montpellier à Tours,Montpellier,Tours,1,easy,standard,
2334,En provenance de Angers ?,,,0,easy,incomplete_dest,missing destination
2335,Un billet de Bourg-en-Bresse pour Marseille,Bourg-en-Bresse,Marseille,1,medium,compound_name,compound name
2336,Je vais de Lille à Lille,,,0,medium,ambiguous,origin equals destination
2337,Lyon Angers aller simple,Lyon,Angers,1,medium,no_markers,
2338,ordinateur orange cactus,,,0,easy,garbage,nonsense words
2339,je veux aller de paris a marseille,Paris,Marseille,1,medium,no_capitals,"lowercase, no accents"
2340,Un billet de Metz pour Châlons-en-Champagne,Metz,Châlons-en-Champagne,1,medium,compound_name,compound name
2341,Combien de temps faut-il pour aller de Villeurbanne à Strasbourg,Villeurbanne,Strasbourg,1,hard,complex_question,
2342,Je veux aller de Perpignan à Toulouse,Perpignan,Toulouse,1,easy,standard,
2343,Le train c'est mieux que l'avion !,,,0,easy,no_intent,train_discussion
2344,Je souhaite me rendre à Limoges depuis Clermont-Ferrand,Clermont-Ferrand,Limoges,1,easy,standard,
2345,Très bien et vous !,,,0,easy,no_intent,greetings
2346,Comment se rendre à Angers si on part de Montpellier,Montpellier,Angers,1,medium,inverted_order,
2347,À Limoges en partance de Perpignan,Perpignan,Limoges,1,medium,inverted_order,
2348,Peut-être Toulouse ou bien Marseille,,,0,medium,ambiguous,contradictions
2349,Que faites-vous dans la vie,,,0,easy,no_intent,general_questions
2350,Cap sur Nice,,,0,easy,incomplete_origin,missing origin
2351,je veux aller de clermont-ferrand a bordeaux,Clermont-Ferrand,Bordeaux,1,medium,no_capitals,"lowercase, no accents"
2352,Je dois rejoindre Lourdes à Nantes depuis Angers,Angers,Nantes,1,medium,name_ambiguity,Lourdes=prénom
2353,Lyon Montpellier Lille Nice,,,0,medium,ambiguous,too many cities
2354,À partir de Le Havre ?,,,0,easy,incomplete_dest,missing destination
2355,De Bordeaux vers Lille s'il vous plaît,Bordeaux,Lille,1,easy,standard,
2356,au départ de strasbourg,,,0,easy,incomplete_dest,missing destination
2357,je voyage avec rémy et albert de nantes vers le mans,Nantes,Le Mans,1,hard,name_ambiguity,"Rémy/Albert=prénoms, lowercase"
2358,je dois aller à bordeaux,,,0,easy,incomplete_origin,missing origin
2359,arrivant de nice,,,0,easy,incomplete_dest,missing destination
2360,Quel est l'horaire des trains au départ de Angers pour Metz,Angers,Metz,1,medium,standard,
2361,SNCF SNCF SNCF SNCF SNCF SNCF SNCF SNCF,,,0,easy,garbage,repetitions
2362,À partir de Lyon,,,0,easy,incomplete_dest,missing destination
2363,J'adore danser !,,,0,easy,no_intent,off_topic
2364,Comment aller à Strasbourg,,,0,easy,incomplete_origin,missing origin
2365,Pourquoi pas ?,,,0,easy,no_intent,random_statements
2366,Je veux aller de Paris à Saint-Étienne demain matin,Paris,Saint-Étienne,1,medium,additional_info,with time/passenger info
2367,"avec mes amis florence et albert, je voudrais aller de reims à montpellier",Reims,Montpellier,1,hard,name_ambiguity,"Florence/Albert=prénoms, lowercase"
2368,Quand part le prochain train de Lyon vers Strasbourg,Lyon,Strasbourg,1,medium,standard,
2369,Je dois me rendre de Dijon à Perpignan,Dijon,Perpignan,1,easy,standard,
2370,je veux aller à lille,,,0,easy,incomplete_origin,missing origin
2371,Un billet Limoges Dijon s'il vous plaît,Limoges,Dijon,1,easy,standard,
2372,Pour aller à Lille depuis Paris,Paris,Lille,1,medium,inverted_order,
2373,Comment se rendre à Strasbourg si on part de Reims,Reims,Strasbourg,1,medium,inverted_order,
2374,Un billet de Saint-Étienne pour Tours,Saint-Étienne,Tours,1,medium,compound_name,compound name
2375,Quand part le prochain train de Angers vers Nantes,Angers,Nantes,1,medium,standard,
2376,Pour me rendre à Clermont-Ferrand je pars de Toulon,Toulon,Clermont-Ferrand,1,medium,inverted_order,
2377,Avec mon ami Paris je voudrais aller de Nice à Grenoble,Nice,Grenoble,1,medium,name_ambiguity,Paris=prénom
2378,lol dyzyveh,,,0,easy,garbage,random text
2379,je viens de strasbourg,,,0,easy,incomplete_dest,missing destination
2380,billet bordeaux saint-étienne,Bordeaux,Saint-Étienne,1,medium,no_capitals,"lowercase, no accents"
2381,Évidemment ?,,,0,easy,no_intent,random_statements
2382,Train Lille Lille,,,0,medium,ambiguous,origin equals destination
2383,Départ Annecy arrivée Toulon,Annecy,Toulon,1,easy,standard,
2384,Je dois rejoindre Lourdes à Grenoble depuis Tours,Tours,Grenoble,1,medium,name_ambiguity,Lourdes=prénom
2385,Je voudrais partir de Aix-en-Provence à Dijon lundi prochain,Aix-en-Provence,Dijon,1,medium,additional_info,with time/passenger info
2386,"avec mes amis lourdes et paris, je voudrais aller de brest à tours",Brest,Tours,1,hard,name_ambiguity,"Lourdes/Paris=prénoms, lowercase"
2387,--- ??? ---,,,0,easy,garbage,special characters
2388,Avec mon ami Albert je voudrais aller de Annecy à Florence,Annecy,Florence,1,medium,name_ambiguity,Albert=prénom
2389,**!! @@## ^^&&,,,0,easy,garbage,special characters
2390,je veux aller à paris,,,0,easy,incomplete_origin,missing origin
2391,Les trains régionaux sont sympas ?,,,0,easy,no_intent,train_discussion
2392,Un billet Angers Perpignan pour ce soir,Angers,Perpignan,1,medium,additional_info,with time/passenger info
2393,Je cherche un train de Tours à Strasbourg,Tours,Strasbourg,1,easy,standard,
2394,trajet peerpignan tours,Perpignan,Tours,1,hard,misspelling,spelling errors
2395,Mon ami Paris m'attend à Montpellier je pars de Rennes,Rennes,Montpellier,1,medium,name_ambiguity,Paris=prénom
2396,magnifique,,,0,easy,no_intent,random_statements
2397,Un aller simple de Nice à Paris,Nice,Paris,1,easy,standard,
2398,Je quitte Bordeaux,,,0,easy,incomplete_dest,missing destination
2399,Billet Toulon Boulogne-sur-Mer,Toulon,Boulogne-sur-Mer,1,medium,compound_name,compound name
2400,je pars de montpellier ?,,,0,easy,incomplete_dest,missing destination
2401,Au revoir !,,,0,easy,no_intent,greetings
2402,Je veux aller de Le Havre à Rennes,Le Havre,Rennes,1,easy,standard,
2403,Route pour Marseille,,,0,easy,incomplete_origin,missing origin
2404,à toulouse,,,0,easy,incomplete_origin,missing origin
2405,Depuis Rennes,,,0,easy,incomplete_dest,missing destination
2406,Je voudrais aller à Lille,,,0,easy,incomplete_origin,missing origin
2407,pour lille,,,0,easy,incomplete_origin,missing origin
2408,Je me rends à Strasbourg en provenance de Metz,Metz,Strasbourg,1,medium,inverted_order,
2409,Arrivant de Le Havre,,,0,easy,incomplete_dest,missing destination
2410,Pour aller à Metz depuis Villeurbanne,Villeurbanne,Metz,1,medium,inverted_order,
2411,Vers Angers,,,0,easy,incomplete_origin,missing origin
2412,Pour me rendre à Amiens je pars de Le Mans,Le Mans,Amiens,1,medium,inverted_order,
2413,Train Rennes Lyon,Rennes,Lyon,1,easy,no_markers,
2414,Je voudrais partir de Toulon à Clermont-Ferrand lundi prochain,Toulon,Clermont-Ferrand,1,medium,additional_info,with time/passenger info
2415,De Bordeaux vers Le Havre s'il vous plaît,Bordeaux,Le Havre,1,easy,standard,
2416,Départ Tours arrivée Clermont-Ferrand,Tours,Clermont-Ferrand,1,easy,standard,
2417,mon départ est à lille,,,0,easy,incomplete_dest,missing destination
2418,Pour me rendre à Strasbourg je pars de Lyon,Lyon,Strasbourg,1,medium,inverted_order,
2419,Pouvez-vous me donner les horaires de Grenoble à Amiens,Grenoble,Amiens,1,easy,standard,
2420,je veux aller de reimms à aix-en-provennce,Reims,Aix-en-Provence,1,hard,misspelling,spelling errors
2421,Train de Port Boulet à Aix en Provence,Port-Boulet,Aix-en-Provence,1,medium,compound_name,compound name no hyphen
2422,Je me rends à Reims,,,0,easy,incomplete_origin,missing origin
2423,sexojom hodewy wamikek gokasoke sibi,,,0,easy,garbage,random text
2424,Je voudrais réserver un billet de Dijon pour Lyon,Dijon,Lyon,1,medium,standard,
2425,Je vais de Lyon à Lyon,,,0,medium,ambiguous,origin equals destination
2426,Billet Annecy Saint-Étienne pour 3 personnes,Annecy,Saint-Étienne,1,medium,additional_info,with time/passenger info
2427,je veux aller de tourz à aix-en-provenc,Tours,Aix-en-Provence,1,hard,misspelling,spelling errors
2428,Je suis actuellement à Montpellier ?,,,0,easy,incomplete_dest,missing destination
2429,De Bordeaux ?,,,0,easy,incomplete_dest,missing destination
2430,Comment aller a Metz depuis Tooulon,Toulon,Metz,1,hard,misspelling,spelling errors
2431,Je voudrais aller de Lyon à Nice via Toulouse et Montpellier,,,0,medium,ambiguous,too many cities
2432,il fait beau aujourd'hui ?,,,0,easy,no_intent,general_questions
2433,Je cherche un train de Nantes à Saint-Étienne,Nantes,Saint-Étienne,1,easy,standard,
2434,Le foot c'est super,,,0,easy,no_intent,off_topic
2435,Je souhaite me rendre à Toulouse,,,0,easy,incomplete_origin,missing origin
2436,Trajet vers Paris au départ de Brest,Brest,Paris,1,medium,inverted_order,
2437,route pour le havre,,,0,easy,incomplete_origin,missing origin
2438,je viens de montpellier,,,0,easy,incomplete_dest,missing destination
2439,Je me trouve à Bordeaux,,,0,easy,incomplete_dest,missing destination
2440,Billet Paris Toulouse Lyon,,,0,medium,ambiguous,too many cities
2441,À quelle heure y a-t-il des trains de Le Mans à Nice,Le Mans,Nice,1,medium,standard,
2442,Je souhaite me rendre à Angers en partant de Salon de Provence,Salon-de-Provence,Angers,1,medium,compound_name,compound name no hyphen
2443,Je viens de Paris,,,0,easy,incomplete_dest,missing destination
2444,Un aller simple de Annecy à Le Mans,Annecy,Le Mans,1,easy,standard,
2445,Je voudrais aller de Rennes à Lille via Paris et Nantes,,,0,medium,ambiguous,too many cities
2446,"paris, albert et moi voulons aller de nice à florence",Nice,Florence,1,hard,name_ambiguity,"Paris/Albert=prénoms, lowercase"
2447,Train pour Toulouse Marseille et Bordeaux,,,0,medium,ambiguous,too many cities
2448,Comment aller de Marseille à Perpignan,Marseille,Perpignan,1,easy,standard,
2449,Je voudrais un billet de Nantes à Toulon pour demain,Nantes,Toulon,1,medium,additional_info,with time/passenger info
2450,Un train de Nîmes pour Montpellier,Nîmes,Montpellier,1,easy,standard,
2451,Un billet de Saint-Étienne pour Villeurbanne,Saint-Étienne,Villeurbanne,1,medium,compound_name,compound name
2452,Un billet de Châlons en Champagne pour Aix en Provence,Châlons-en-Champagne,Aix-en-Provence,1,medium,compound_name,compound name no hyphen
2453,Je souhaite me rendre a Toure depui Amien,Amiens,Tours,1,hard,misspelling,spelling errors
2454,Avec mon ami Albert je voudrais aller de Toulon à Paris,Toulon,Paris,1,medium,name_ambiguity,Albert=prénom
2455,Billet Paris Aix-les-Bains,Paris,Aix-les-Bains,1,medium,compound_name,compound name
2456,Je voudrais aller de Toulouse à Lille via Paris et Nice,,,0,medium,ambiguous,too many cities
2457,je souhaite me rendre a nise depui montppellier,Montpellier,Nice,1,hard,misspelling,spelling errors
2458,Je dois rejoindre Florence à Aix-en-Provence depuis Nice,Nice,Aix-en-Provence,1,medium,name_ambiguity,Florence=prénom
2459,Un billet de Port-Boulet pour Perpignan,Port-Boulet,Perpignan,1,medium,compound_name,compound name
2460,cap sur reims,,,0,easy,incomplete_origin,missing origin
2461,Un billet pour Grenoble,,,0,easy,incomplete_origin,missing origin
2462,Pouvez-vous me donner les horaires de Villeurbanne à Toulouse,Villeurbanne,Toulouse,1,easy,standard,
2463,Je veux visiter Bordeaux Montpellier Nantes,,,0,medium,ambiguous,too many cities
2464,Mon ami Albert m'attend à Florence je pars de Nantes,Nantes,Florence,1,medium,name_ambiguity,Albert=prénom
2465,J'ai faim,,,0,easy,no_intent,off_topic
2466,Billet Paris Lyon Nantes,,,0,medium,ambiguous,too many cities
2467,Il y avait du monde dans le train !,,,0,easy,no_intent,train_discussion
2468,Je voudrais aller de Nantes à Marseille via Rennes et Toulouse,,,0,medium,ambiguous,too many cities
2469,Paris --- @@@ voyage 456,,,0,easy,garbage,incoherent mix
2470,Je voudrais réserver un billet de Le Havre pour Amiens,Le Havre,Amiens,1,medium,standard,
2471,Quand part le prochain train de Rennes vers Paris,Rennes,Paris,1,medium,standard,
2472,de marseille vers perpignan,Marseille,Perpignan,1,medium,no_capitals,"lowercase, no accents"
2473,quelle est votre adresse ?,,,0,easy,no_intent,general_questions
2474,je voyage avec florence et paris de perpignan vers angers,Perpignan,Angers,1,hard,name_ambiguity,"Florence/Paris=prénoms, lowercase"
2475,je voudrais un bilet de reeims à villeurbann,Reims,Villeurbanne,1,hard,misspelling,spelling errors
2476,kolupeli zaf sajiv quxupaqi,,,0,easy,garbage,random text
2477,un billet saint-étienne angers s'il vous plait,Saint-Étienne,Angers,1,medium,no_capitals,"lowercase, no accents"
2478,Je dois rejoindre Albert à Florence depuis Lyon,Lyon,Florence,1,medium,name_ambiguity,Albert=prénom
2479,un train de villeurbanne a toulon,Villeurbanne,Toulon,1,medium,no_capitals,"lowercase, no accents"
2480,sacumunov jaqe qosykome,,,0,easy,garbage,random text
2481,cactus baleine cactus fenêtre jardin escalier sable,,,0,easy,garbage,nonsense words
2482,Avec mon ami Rémy je voudrais aller de Villeurbanne à Florence,Villeurbanne,Florence,1,medium,name_ambiguity,Rémy=prénom
2483,un train de toulouse a lyon,Toulouse,Lyon,1,medium,no_capitals,"lowercase, no accents"
2484,réservation pour ?,,,0,easy,incomplete_grammar,grammatically incomplete
2485,commen aler de metz a aix-en-provence,Metz,Aix-en-Provence,1,hard,misspelling,spelling errors
2486,Je vais de Bordeaux à Bordeaux,,,0,medium,ambiguous,origin equals destination
2487,Je pars demain de,,,0,easy,incomplete_grammar,grammatically incomplete
2488,Je souhaite me rendre à Le Havre depuis Villeurbanne,Villeurbanne,Le Havre,1,easy,standard,
2489,localisé à toulouse,,,0,easy,incomplete_dest,missing destination
2490,Quand part le prochain train de Perpignan vers Angers,Perpignan,Angers,1,medium,standard,
2491,Brest Villeurbanne ce soir,Brest,Villeurbanne,1,medium,no_markers,
2492,trajet lyon metz,Lyon,Metz,1,medium,no_capitals,"lowercase, no accents"
2493,Je voudrais réserver un billet de Villeurbanne pour Brest,Villeurbanne,Brest,1,medium,standard,
2494,Lille Saint-Étienne aller simple,Lille,Saint-Étienne,1,medium,no_markers,
2495,Je veux aller de Toulon à Port-Boulet,Toulon,Port-Boulet,1,medium,compound_name,compound name
2496,Un billet Grenoble Strasbourg s'il vous plaît,Grenoble,Strasbourg,1,easy,standard,
2497,goxuvy vekoteky,,,0,easy,garbage,random text
2498,Amiens Lyon aller simple,Amiens,Lyon,1,medium,no_markers,
2499,De Le Havre vers Le Mans s'il vous plaît,Le Havre,Le Mans,1,easy,standard,
2500,Trajet Châlons-en-Champagne Villeurbanne,Châlons-en-Champagne,Villeurbanne,1,medium,compound_name,compound name
2501,Je voudrais aller de Paris à Rennes via Nice et Lyon,,,0,medium,ambiguous,too many cities
2502,En partant de Le Havre ?,,,0,easy,incomplete_dest,missing destination
2503,Billet Lille Lille,,,0,medium,ambiguous,origin equals destination
2504,Trajet Toulouse Lyon,Toulouse,Lyon,1,medium,no_markers,
2505,je suis actuellement à reims,,,0,easy,incomplete_dest,missing destination
2506,Un billet Strasbourg Bordeaux,Strasbourg,Bordeaux,1,easy,no_markers,
2507,Pour aller à Le Mans depuis Lyon,Lyon,Le Mans,1,medium,inverted_order,
2508,Direction Paris en partant de Bordeaux,Bordeaux,Paris,1,medium,inverted_order,
2509,Trajet Nice La Roche sur Yon,Nice,La Roche-sur-Yon,1,medium,compound_name,compound name no hyphen
